"GenesetID"	"GenesetName"	"Species"	"ElementSize"	"EntrezID"
"C027579"	"periodate-oxidized adenosine"	"Homo sapiens"	216	"29974,38,39,2182,95,133,189,6718,8659,4329,290,309,8416,345,360,384,396,445,467,22809,27032,549,580,581,27113,598,6046,83990,11067,8209,731,847,8436,952,1026,79959,1069,1374,1475,1593,57834,8529,1595,1581,3491,1644,1717,1719,1756,10591,1806,1848,1854,10682,1958,1962,54898,1969,2150,2168,355,55294,2224,2232,10979,2264,2317,2330,10841,2495,2632,9518,9837,51659,2705,2744,27165,55830,2746,2770,10020,2805,9687,2932,2948,8971,9200,3033,3034,9759,10614,3017,8337,121504,3156,3295,22824,3418,3422,51278,3490,3615,83729,3628,10788,3667,3699,3709,182,7403,4254,688,23588,55975,3827,3836,3856,7805,3957,9388,9926,4143,56922,4175,4193,51085,4320,56180,4485,4501,4638,4644,4701,10725,8508,2631,23530,9971,9315,26471,23596,5053,5106,5046,5833,5174,55825,53918,5228,7262,5264,55367,23556,51268,5320,10769,8613,5360,5366,5532,5827,29108,9649,54502,5649,9104,9781,1757,6303,60485,6319,10590,22955,866,462,5054,5345,83442,6502,64849,6581,81031,56731,9197,10991,9497,6535,56935,54498,9784,8435,8470,54345,6696,6715,6482,9263,6822,6929,7036,7052,57103,7076,26007,8795,8793,9540,51499,10221,84617,7374,7429,8531,10652,64393,7718"
"C027667"	"2-aminophenol"	"Homo sapiens"	8	"1646,3576,1543,3162,1728,2908,27246,10720"
"C027681"	"isonicotinamide"	"Homo sapiens"	5	"632,860,23411,121340,6696"
"C027696"	"acipimox"	"Homo sapiens"	40	"34,509,948,4512,4513,1431,54205,728294,1743,2308,2691,3329,3419,3420,3630,79944,3945,9927,4541,4694,4695,4707,4723,4967,5163,57546,55066,5465,10891,9123,6648,6649,8801,7019,7138,7351,7352,442454,7388,440567"
"C027820"	"ligustilide"	"Homo sapiens"	7	"207,1576,2308,3480,3667,9365,8856"
"C027870"	"berbamine"	"Homo sapiens"	9	"598,637,332,836,595,1147,4792,5970,7128"
"C027955"	"aflatoxin G1"	"Homo sapiens"	17	"472,545,672,836,11200,1544,1553,1576,1577,3014,3105,3106,8856,142,5698,6890,7157"
"C028007"	"nickel monoxide"	"Homo sapiens"	14	"472,545,581,596,836,840,3576,3014,3091,3162,10397,4792,142,6441"
"C028009"	"diallyl disulfide"	"Homo sapiens"	45	"5243,4363,8714,10257,368,207,467,596,836,842,857,891,999,983,9075,1365,1364,7122,1499,1543,1548,24300,361523,1571,9518,2885,2932,3725,3815,5609,4215,5594,5595,5599,4313,4316,4318,4792,4843,4846,5743,6615,7076,7077,7157"
"C028025"	"protoporphyrin IX"	"Homo sapiens"	17	"540,836,841,1956,2034,2353,2982,2983,3091,3320,4313,4846,2908,5327,6513,7124,7412"
"C028031"	"cadmium acetate"	"Homo sapiens"	78	"72,10554,8644,207,8704,581,596,604,637,657,826,836,841,842,6362,898,7203,4179,983,1026,8804,3576,3337,1869,1915,2023,355,2192,2354,2512,3106,3134,3162,3428,3458,3460,3586,3553,3569,8997,4085,5607,4193,4282,4501,9112,24142,4691,4780,4836,3164,4929,8013,8761,142,5355,25953,5422,11098,5725,5743,5887,5925,5970,5997,6277,1317,6667,6769,6881,7083,7114,7124,7157,7167,203068,59286,7422"
"C028145"	"2'-deoxythymidylyl-(3'-5')-2'-deoxyadenosine"	"Homo sapiens"	7	"59,999,3280,4313,4318,4851,6615"
"C028288"	"3',4'-dihydroxyflavone"	"Homo sapiens"	11	"4363,836,6347,2335,3553,3569,3913,5594,5595,4313,142"
"C028337"	"cadmium telluride"	"Homo sapiens"	12	"581,596,836,841,842,847,355,5594,5595,4780,142,10891"
"C028358"	"24,25-epoxycholesterol"	"Homo sapiens"	12	"19,909,948,941,942,3576,3383,4846,10062,6401,9966,7412"
"C028405"	"2-naphthol"	"Homo sapiens"	9	"1066,1543,1544,1555,1571,1576,25830,7068,7366"
"C028451"	"3,4,3',4'-tetrachlorobiphenyl"	"Homo sapiens"	63	"196,11214,360,361,367,405,440,581,84707,665,728,836,9133,1230,960,1281,1401,1584,1585,1543,51473,55567,4189,56521,318856,2099,8857,9518,2736,2745,8477,3383,8100,3486,3552,3553,3569,3630,3696,23030,54800,3984,10397,1728,142,4660,5894,5970,388,29984,6165,284904,10246,23657,6654,6850,6902,7031,7141,9537,117581,7412,677"
"C028473"	"N-acetyl-4-benzoquinoneimine"	"Homo sapiens"	71	"59,105,214,220,650,285237,8912,800,55246,928,80817,1268,1277,1278,1281,57094,1473,1544,1565,1571,1576,1761,116092,1825,55224,162517,2444,2509,2950,9759,283987,149233,54928,3760,157855,3910,4009,9863,5594,5595,79772,148808,406926,4313,23281,4703,387921,1728,89761,84105,5820,5866,23108,6219,442216,201266,9353,64089,79582,23166,161176,7040,7076,7113,7153,7164,8989,53347,7325,375567,140686"
"C028474"	"1,4-bis(2-(3,5-dichloropyridyloxy))benzene"	"Homo sapiens"	15	"1544,24300,13088,1555,1576,3082,3172,3569,8648,23054,8856,9970,6256,7039,7364"
"C028519"	"2,6-dimethylnaphthalene"	"Homo sapiens"	5	"1544,1548,1571,2099,2100"
"C028541"	"zirconium oxide"	"Homo sapiens"	9	"60,249,595,3381,3688,4318,121340,7076,7124"
"C028559"	"bathocuproine sulfonate"	"Homo sapiens"	85	"60,396,468,538,540,596,597,841,6347,6348,6349,22948,4345,960,1015,1191,8506,1312,1356,29894,1385,1390,8065,3337,1846,1959,1960,2194,2353,2533,2675,2778,10578,728340,3030,3055,3162,11100,3312,8372,3558,3560,3725,3936,3949,8425,5594,5595,4490,4493,4494,4495,4496,4501,9112,4609,24142,4745,4780,4790,4792,9111,8013,4953,5111,5514,5966,6341,6503,1317,1318,6625,6647,6667,5552,6734,7124,7133,7157,7185,7299,7305,9246,8266,7431"
"C028577"	"monobutyl phthalate"	"Homo sapiens"	10	"367,1000,2312,3565,100506658,5465,100136658,5467,5468,7082"
"C028610"	"flavanone"	"Homo sapiens"	21	"581,836,841,842,1026,1027,54205,1543,1544,1545,1559,1576,355,356,4128,142,5468,5728,5925,6462,7157"
"C028632"	"rutecarpine"	"Homo sapiens"	15	"196,57491,657,658,659,836,1543,1544,1545,5045,57817,148738,3162,3569,1728"
"C028677"	"clivorine"	"Homo sapiens"	9	"598,836,842,54205,1950,2729,2730,9817,100195312"
"C028787"	"N-desmethyltamoxifen"	"Homo sapiens"	5	"1545,1565,1576,1577,2099"
"C028904"	"isoproturon"	"Homo sapiens"	8	"1544,1548,1555,1559,1565,1571,1576,8856"
"C028982"	"sodium chromate(VI)"	"Homo sapiens"	14	"581,596,598,599,836,1026,11221,5594,5595,4609,7157,7295,25828,7405"
"C029010"	"cinnamic acid"	"Homo sapiens"	17	"1586,1548,1557,1558,1559,1565,1571,1576,338442,3284,4846,10864,7299,54575,54659,54577,54576"
"C029216"	"2-amino-3-methylimidazo(4,5-f)quinoline"	"Homo sapiens"	18	"196,57016,353,25842,638,1543,1544,1551,84085,84803,3976,10,4942,5447,5742,5743,50484,23657"
"C029261"	"phenethylamine"	"Homo sapiens"	9	"148,150,152,4129,6570,6530,6531,6532,134864"
"C029341"	"oxophenylarsine"	"Homo sapiens"	38	"1386,9564,8912,836,1232,1270,2066,2534,2688,3553,3562,3569,5594,5595,4137,4139,4313,4318,2475,4790,4792,4846,142,5335,5337,5743,5747,5829,1827,5970,6198,57521,6714,6772,6774,7124,8795,8718"
"C029350"	"1-naphthol"	"Homo sapiens"	25	"1543,1544,1545,1553,1548,1555,1557,1558,1559,1565,1571,1576,1577,1551,2100,182,8204,6817,6818,7068,54578,54600,10941,10720,7366"
"C029402"	"diphenylcyclopropenone"	"Homo sapiens"	14	"133,353322,51755,1789,2353,8061,3162,23764,4489,4502,10181,140809,8614,7295"
"C029407"	"oleylamide"	"Homo sapiens"	6	"836,842,1103,1277,2705,2706"
"C029424"	"hydrazine"	"Homo sapiens"	5	"1803,2944,4353,10,331"
"C029451"	"ferrous chloride"	"Homo sapiens"	5	"3091,54681,6622,7226,7428"
"C029497"	"2,3-bis(3'-hydroxybenzyl)butyrolactone"	"Homo sapiens"	972	"8086,10057,23,9619,83451,26090,11057,10449,39,64746,57007,47,122970,11332,97,23536,120,60312,27125,10551,155465,84962,11214,29929,79053,262,9949,51421,54443,196527,81611,302,304,306,8416,162,8907,323,9582,360,57221,396,26084,389337,403,35539,170302,55723,259266,29028,467,22809,481,91419,490,27032,516,8992,10079,546,6310,6790,9212,33419,8706,84002,23621,25825,9531,580,8412,596,83596,602,607,84707,8553,332,641,29760,90427,655,659,221927,672,675,140707,54014,55108,682,694,701,89927,55732,727,375444,401546,55071,771,23705,808,813,817,55450,23589,831,865,868,64770,91057,891,9133,9134,899,9236,1604,966,993,995,996,31052,990,8317,157313,83461,55038,113130,55536,55143,1010,983,10263,55755,1026,1030,1031,1033,1040,81620,1052,1952,1058,1063,64946,2491,91687,55839,79172,55166,378708,79682,387103,55165,9702,84131,64793,494143,10036,8208,1106,1111,11200,555843,56994,10370,9793,51192,1163,1164,9076,1364,6249,54982,1191,56942,81578,1289,1407,1434,10675,81566,51496,8727,9646,2017,55917,51523,51706,1588,120227,3491,57291,55157,10926,1627,90379,26094,8816,9201,9937,64858,23564,1643,326709,220042,7919,55635,420357,51071,1719,10202,55526,81624,22982,1736,9787,1746,1657,10294,4189,23234,1777,10059,1786,29980,79075,380353,79980,1837,1843,1854,51143,1870,1875,144455,79733,10682,1894,10085,8726,1915,2202,80303,1942,1948,1958,1960,2001,2002,54898,79071,79993,54859,51016,146956,8507,23052,55556,57669,2043,58513,54821,112479,54206,9700,9156,55770,2131,2146,7430,2150,83641,90362,63901,317662,9413,56204,131583,51571,2177,2189,55215,55120,81545,26271,9214,2222,2237,10979,9158,63979,11259,51303,2288,201163,23048,54874,2353,2305,2309,93986,122786,6624,79443,55632,9908,126626,1647,2588,2589,55568,51809,23193,283431,2624,2634,2644,9518,79153,8487,2674,79017,8836,9837,51659,64785,84296,2733,51053,8833,2778,2801,2805,8733,137964,9052,55890,29899,380153,57655,9687,57822,9569,51512,51454,94239,3014,3015,3021,3033,115106,54930,50865,3070,85441,8925,3280,8479,3006,8334,3012,8347,3017,8339,8345,8351,8357,8365,8349,92815,55355,3159,3146,3148,9324,3161,3187,3223,3251,90161,3292,8630,22824,219844,3382,23379,23463,3399,3423,9592,51278,10964,3433,7866,55764,90410,112752,3485,3487,3488,79713,3554,50604,3608,10994,3619,3625,283899,3638,51447,124152,128239,3664,10379,8660,51477,3673,3682,23421,3708,182,133746,3725,3726,23030,5927,10765,9703,9764,57189,57482,57498,3832,9928,81930,10112,11004,3800,3833,11278,1316,687,116138,54800,51088,55904,90417,779317,3840,144501,3897,79944,8270,55323,9836,3949,3953,3956,3978,145978,4001,84823,26018,122769,57819,4085,23764,9223,378938,4131,9448,375449,84930,4148,4150,151963,4162,55388,4171,4172,4173,4174,4175,4176,84515,55013,9656,4201,64769,4205,9833,56257,10988,25840,11282,11343,4256,406991,55320,4288,2872,4292,64112,10198,4361,29960,51253,64949,23107,2956,4515,51537,4522,9110,57509,9961,10608,4602,4605,26292,29116,4430,4644,4645,4646,440145,9683,80218,340719,4678,26960,65065,55672,64151,54892,8648,135112,55706,54820,80762,283131,10529,23327,4739,55247,54492,84901,4783,22981,9397,10874,64434,64067,9520,27031,255743,4886,1728,4835,8856,2063,4929,4897,11270,7468,4907,59277,9891,4521,57122,9631,23225,54830,51203,4947,4957,11339,10439,10133,4998,23594,9885,51526,220213,5019,5021,5034,10606,9060,142,10038,55010,55742,5074,55872,5106,9768,115294,5111,5116,5046,100380451,27250,10015,2923,10130,9124,5174,5211,5229,283209,5238,10857,10424,9749,26147,51105,7262,90102,5289,54478,5570,5315,9088,55344,54477,55041,5347,10733,5352,56937,9512,4860,5422,23649,5424,5425,10714,5426,5427,54107,5471,10105,5493,5514,5520,5523,5533,10549,57580,5557,5558,5591,9128,78994,7916,23215,285368,11098,11168,5702,84722,5725,9536,7803,5782,11099,9232,83480,79912,79832,35577,11031,10981,10966,4218,29127,5885,5888,10635,5889,25788,8438,5902,5905,9693,51195,51655,158158,65997,283349,125950,9821,5928,5932,10741,23543,8241,64783,5937,91433,55758,201299,9401,221035,7905,85004,5979,5982,5983,5984,5985,23180,5997,64285,83695,23433,55288,151393,80010,116028,10535,149603,25897,79102,9475,6117,6119,116832,64121,6240,6241,51319,6251,154661,6281,1903,10055,57167,23328,6303,949,950,51097,6414,22929,256987,7536,23450,2810,118980,6445,23678,151648,151246,6451,23677,30011,79801,387914,6470,6472,220134,348235,221150,6502,7884,6558,6560,84561,6509,8402,51629,284129,11001,11000,2030,56731,11046,2542,64116,11254,6541,23657,8140,9368,84250,4087,4088,8243,10592,10051,56950,84973,8303,677809,26797,79622,6627,6628,29887,28966,92017,58533,51429,8835,6658,6659,6662,10615,55812,147841,57405,54908,139886,200734,58472,8878,79644,6717,6723,58477,6426,23635,6749,7903,6491,23012,3925,85439,29966,6809,8417,55959,11198,79723,23075,256126,84144,9143,54843,94121,94122,10460,4070,6877,26115,51347,80222,6904,6907,6941,83439,55775,93081,7022,7027,7031,7033,7035,7042,7046,7050,60436,7057,51337,79875,90381,57103,8914,7077,54962,7083,26007,7088,4071,23023,283578,79022,84187,65062,55151,120224,169200,157378,27346,7112,64699,11013,160335,7126,51330,27242,7153,11073,94241,7163,7164,7167,7168,22974,55809,10221,286827,9319,1831,7247,6302,7259,158219,7272,406303,203068,7280,10383,51174,7283,27229,7286,56995,7291,7298,7320,7328,51465,134111,29089,55284,55148,51377,7371,29128,7374,65109,7398,9960,10090,57176,7422,79001,7443,11169,89891,84058,79968,55062,8839,58525,388403,51646,7531,57684,57659,51101,80149,55625,90637,53349,7586,9205,90338,11179,23036,6940,195828,168544,121274,80139,255403,55055,11130,158586"
"C029569"	"diacetyldichlorofluorescein"	"Homo sapiens"	5	"3162,5594,5595,4780,7124"
"C029659"	"zearalenol"	"Homo sapiens"	20	"4363,1244,8714,9429,367,468,836,1312,1544,1649,2099,3309,8856,10130,5241,5468,23645,6462,7068,7494"
"C029705"	"12-deoxyphorbolphenylacetate-20-acetate"	"Homo sapiens"	5	"5578,5579,5580,5587,6648"
"C029728"	"4-phenylenediamine"	"Homo sapiens"	70	"8714,1646,301,360,467,571,59082,836,6349,6351,6352,6354,729230,29126,942,1026,1390,2919,3576,9595,11080,1843,2495,23766,2730,2950,3091,3162,3310,10808,10553,3606,3553,4040,5599,5601,4199,64223,4496,4502,2475,9,10,4780,4792,4814,91662,79671,1728,5226,8544,123,5366,5468,639,5742,5743,5996,253260,6016,57521,6286,6476,6504,6515,6708,7124,7128,7130,7422"
"C029743"	"alpha-ketoglutaric acid"	"Homo sapiens"	8	"8424,728294,3091,8290,55818,54681,9356,7428"
"C029790"	"2,2',3',4,4',5-hexachlorobiphenyl"	"Homo sapiens"	35	"8647,9370,335,367,672,729230,1017,1457,2147,8772,2805,3326,3592,3558,3565,4254,4023,5594,5595,5601,4193,4233,4784,8856,9970,3084,5004,5567,5743,6906,10999,6598,7252,7276,7324"
"C029876"	"benzidine"	"Homo sapiens"	15	"57016,638,2729,2730,4025,4353,9,10,5742,5743,23657,8878,140809,7157,7364"
"C029891"	"lead chloride"	"Homo sapiens"	93	"2182,60,132,57016,1645,1646,301,468,596,8553,800,836,842,6352,8900,10576,22948,1385,3576,23564,8411,1933,1936,1965,2002,2023,11161,2099,10640,2149,2619,2729,2760,10672,10457,2877,57493,3090,3145,3156,3157,3184,3309,3313,3315,3329,3458,3598,3553,3558,3638,3790,54800,55975,27074,4069,378938,5599,5601,4637,4842,4843,4846,5150,2923,5241,5321,10226,5451,22949,28984,6038,284618,6282,9522,6533,85028,6713,6722,6736,51765,7086,27346,7124,7102,203068,10383,7298,7358,7415,7431,54361,7528"
"C029892"	"cupric chloride"	"Homo sapiens"	197	"60496,55324,63874,11047,197,213,226,27063,290,367,100194935,472,538,540,9531,581,596,637,645,836,840,9973,967,997,1026,26973,1164,1185,1186,56650,1191,150684,51397,51122,23412,54939,28991,170622,149951,54951,51241,1356,1410,1476,3576,26999,3491,1649,22943,1756,3337,1843,1958,60528,64834,27436,10117,2099,203259,23625,2246,2260,2275,2288,2330,2353,2509,486,23766,2564,1647,2729,2730,2717,2746,54676,8225,2996,3091,3162,3320,3303,3304,3310,3315,3398,9592,51278,3434,3508,8517,3552,3569,8660,3725,22992,55818,3798,1316,4015,9587,4097,4101,81631,4171,4174,51586,4255,10962,51073,51734,4489,4490,4493,4494,4495,4500,4501,4502,4688,4784,57122,10609,23022,85315,142,5108,5174,23089,5241,9796,26207,5366,51371,5052,5624,5690,5691,5695,5700,5704,5707,5717,5719,10213,5708,5800,9444,253959,51255,6161,6236,23429,51119,9997,6388,58515,6414,51547,4891,64849,6513,7779,1317,6622,6647,10580,80176,8878,10534,6480,37065,54457,6888,23435,7029,7086,10959,7124,7188,57761,7295,9352,7296,7299,7317,7316,51366,7353,64718,51118,7422,157680,54663,7559,10168,57688"
"C029906"	"3,3'-dichlorobiphenyl"	"Homo sapiens"	6	"367,847,6647,6817,6822,7276"
"C029938"	"nickel sulfate"	"Homo sapiens"	1499	"10157,23461,23460,4363,8714,55347,26090,81926,25890,3983,84142,414149,48,50,55856,10965,122970,8309,100194960,51703,55902,72,90,91,100,8038,203102,81792,9508,92949,57188,90956,113,120,9289,133,135,136,84632,3899,60509,79814,23287,10768,27245,113146,11215,231,57016,1645,8644,83592,214,160428,224,7915,230,29880,241,115701,272,51129,56172,27063,100874392,374860,22881,57101,84168,118429,301,302,306,26,316,55435,321,57136,9582,140564,60489,348,80830,360,366,367,116984,374,23647,384,55114,93663,266698,9912,394,285598,10123,51309,9823,100131755,405,9915,10109,10093,408,414,427,432,433,8623,445,467,51062,25923,23250,483,493,523,57198,10079,8455,6310,222255,26053,51582,27087,84002,2583,571,55971,25805,129880,53335,596,597,598,10018,607,622,55859,56271,8553,80114,637,274,329,330,332,648,652,654,168667,664,79184,6046,684,55643,22903,694,11119,699,11067,256815,79864,84419,64073,84886,712,713,714,338761,715,716,25943,64771,647024,57827,136895,377677,760,768,91768,57685,10203,8536,821,65981,29775,55604,8573,836,847,868,84733,154467,728591,343099,90835,83643,80323,151887,440193,6346,6356,6357,6361,6347,6364,6367,10850,56477,6348,6349,6351,6352,1230,729230,1236,1237,911,4345,50489,29126,80381,948,958,968,969,972,941,3732,9308,942,925,4267,994,997,999,1012,1001,1006,8558,5218,1021,8999,6792,1026,1032,1036,8760,81620,92806,10390,375298,55779,79846,8837,1081,9557,1119,5119,91851,50515,51363,63924,55847,10370,1152,1183,5010,25932,7461,1212,134147,80790,129607,1264,26507,8506,79937,1690,1303,1307,1282,1290,1295,23412,1312,10391,1363,22849,8895,55313,126129,54504,1382,1385,9586,1390,51232,54675,51340,100160140,131544,1439,1441,1457,283106,1464,1475,1491,8727,1503,1508,1075,8722,1514,1525,2919,3627,58191,2920,2921,6374,6372,3576,7852,560908,159013,1535,114757,1543,1545,1593,113612,9595,1600,51339,1612,131566,166614,1638,79077,23564,54541,8528,780,4921,65992,91351,10522,54849,163486,79961,1606,160851,9162,79154,1730,1734,1736,649446,1745,1746,8701,1770,55466,10049,64215,7802,26052,55619,139818,1803,29952,554236,349152,147991,1806,55332,29940,92126,1829,11034,92675,196403,1843,11221,56940,54935,1846,1847,79659,8291,10148,1889,79746,1893,128178,80267,10085,1906,30008,114327,1942,1944,1946,1958,1962,10919,9538,13664,1981,54898,79993,133418,10328,2009,2012,8507,23052,2026,5167,22875,953,955,2034,4072,54749,2043,2051,9852,2065,51575,2114,2116,2120,59271,2124,55770,54536,11340,23086,2138,2139,2162,2151,2152,2170,2171,51011,150864,54954,159091,26355,165215,340277,10447,131583,145773,2175,10160,10667,2194,84553,2199,2200,2201,114907,26272,26268,55294,2213,2235,26998,9637,2246,2247,2250,2263,10875,11259,2280,2281,2312,2313,2316,2318,10211,2321,2332,2335,2353,2355,2295,2359,257019,55691,84978,10129,10272,2495,2512,2517,65991,2521,2534,7976,8323,2539,23710,23766,2571,51083,79690,2581,2588,8139,2621,2622,2628,115361,2729,2730,2651,51301,2653,9518,2668,9945,2675,9837,51659,2697,113263,11010,152007,169792,9340,2743,2752,92292,219970,2760,2766,2769,2774,2781,2783,2791,440270,2815,84803,55668,2239,2852,10243,2824,10457,2863,2828,51704,2878,2879,2882,54762,26585,23199,2932,2934,23708,2936,2959,8225,2987,51454,2994,64412,3005,8971,401494,54497,26091,51191,55008,3280,3091,29923,135114,3092,28996,8331,8342,8358,8355,8361,8337,8290,3096,3099,3106,3108,3134,3157,3162,3178,9456,3198,3199,3200,3226,3229,3225,3241,3248,3251,11234,9394,8630,83693,3297,259217,3303,3310,26353,3339,10553,3352,3363,3383,3397,3398,3399,3400,3420,3620,3423,9592,8870,10437,10561,64135,3434,3433,8519,3456,338376,3458,3475,8100,10642,3487,3489,3586,3589,3593,3597,3600,3606,3552,3553,3554,7850,3557,11009,9235,3565,3567,3569,3575,387597,3613,3624,51141,3642,57508,26034,124152,10788,3659,3663,3394,50805,51477,3679,3690,3691,3704,3710,10625,339123,8690,3725,3726,3728,57325,3755,170850,3766,3759,253980,79047,386618,79070,55818,56243,55196,85352,55614,9585,3800,22920,84623,3815,4254,55857,8462,9314,1316,79786,5655,11202,83999,11103,3872,8942,3898,3910,3914,3915,3918,27074,100037724,3930,3952,3958,3964,9355,3976,3977,64433,284034,375295,642477,55180,200879,9516,3993,64327,4010,4015,23566,10161,79888,121227,29967,79705,4046,51599,4053,286343,4067,116372,130574,130576,4094,23764,4097,7975,64110,9223,260425,10046,4124,4128,4214,9020,4217,56911,5594,5603,5595,5599,5601,9261,7867,54996,4082,153562,4148,154141,4163,23101,84515,254394,255231,55283,55784,4188,29969,4192,4199,84246,6837,29079,84935,4212,4241,84804,84709,11343,92667,4257,4281,57409,114614,406991,554202,4286,4288,8195,283078,4291,10962,4300,4312,4319,4325,4313,10893,4314,4318,55329,26002,10200,4353,255027,9019,84245,65008,6182,10573,51318,28973,64968,64231,58475,9242,10232,4477,4486,4494,4495,4496,4501,4502,4520,8776,9788,57509,4582,4597,4599,91663,4609,4610,4628,29116,4651,4643,55930,93649,26509,84665,27163,10135,140838,63908,100529010,89795,4688,8031,135112,10397,57447,79133,4739,257194,10276,4758,91624,23114,4780,4781,4783,4790,4792,4814,22981,338322,204801,9397,10874,64318,140688,10528,4857,4862,80896,4879,4882,1728,4835,2063,2908,3164,4929,9315,3084,8828,80023,55968,51251,51667,256281,283927,23225,4927,4928,4940,8638,4953,4967,25903,441295,114879,26578,220213,5019,8974,23022,5066,25891,54852,142,5087,56124,84333,5111,5833,10846,5139,5142,5144,9659,5152,5154,27295,10630,23037,5174,23089,57162,53918,64065,5209,100195413,5226,5228,5230,5236,5252,5255,22822,8301,63895,93183,29992,5292,5300,8544,11187,11145,5325,5327,5328,5329,51196,5336,55344,23646,5339,5341,59338,144100,130271,123,10769,196051,5358,5359,57088,5362,55558,5366,25953,8228,5430,10621,10622,64840,10631,5468,5478,57460,23645,5518,5519,28227,5526,130814,639,10935,144165,5565,5577,5613,5621,5627,5634,51334,5638,79056,5652,283659,158471,23362,5685,5686,5696,5698,9491,5728,5732,5733,5734,22949,5743,5757,26469,5777,5786,5787,5793,9933,221749,5834,149628,25797,5874,10981,9545,115273,339122,51762,51209,5899,57186,22913,10267,26953,5910,5920,10125,55225,10741,10616,84991,221662,27303,3516,1827,5957,51109,8434,5966,5970,9185,54463,79137,23179,5863,5996,6004,8787,121268,9886,389,85415,253260,8767,54101,6016,6039,8635,114804,115992,57674,11237,55328,57140,83853,4919,6134,100131205,9349,100132678,9252,6199,388524,6238,6242,203430,9711,6257,6281,6285,6286,1901,1903,6288,22908,26278,64092,6303,6304,23314,6309,6319,7857,6383,6385,93517,10483,10952,23480,6398,23231,58515,54910,10507,9037,10501,80031,8482,55752,26135,387923,5055,6317,6318,8710,5272,221756,5270,871,91404,6421,118980,6446,166929,6449,6455,22941,6492,375484,140885,8935,6499,57823,56833,201780,10723,117247,387700,201232,116843,10560,63027,9962,253512,293,138412,222962,6515,54020,84255,10991,92745,30061,29015,283537,55244,83959,8671,6533,23657,8140,23428,80024,28231,9353,128710,6595,8243,64754,6615,6622,25992,654322,677809,677835,654319,100033425,677850,692085,26788,6628,6629,29887,57231,27131,51429,9021,6647,6648,6649,6653,6662,6670,6687,8877,10653,6695,10251,6708,55304,58472,57522,6731,63826,6430,140809,23635,6744,146336,6484,10402,338596,6769,57559,6772,6775,6776,6777,6781,261729,55240,8576,8859,65975,140901,23012,219736,56977,412,8676,112755,6813,29091,10910,23213,55959,64420,54843,6866,9014,6876,128989,6890,6892,50839,55617,54662,128637,51256,6920,22980,6925,83439,79600,55714,7012,26136,7022,7030,7980,7036,7040,7046,7048,7050,10618,7058,79896,55258,100170121,79875,7070,9220,7074,7076,7077,7078,25976,116238,7091,83660,7098,4071,116211,51372,57458,84216,83935,134285,401498,29058,55026,55076,120939,7111,29767,5651,9168,286527,56255,3371,7124,7127,7128,7130,8793,7132,7133,8718,8743,23043,7145,10140,23116,10043,10953,9760,7157,7162,7163,93492,7185,51693,10626,147166,10346,7726,23650,22954,51592,10475,55223,9322,51605,51095,7216,1831,23555,26262,10100,340348,7102,7264,79573,79989,92104,79739,7274,80727,113691,25828,10628,7296,10587,1890,7306,10537,7325,9040,27338,5412,55757,54578,9706,7378,8975,11274,9099,57646,8239,6843,10791,57216,7410,7411,1462,7421,7422,2277,5212,7436,144406,55093,7456,55062,65266,7474,9589,23286,54739,22803,7531,7533,113763,65986,7709,23091,124245,56829,55906,23174,84243,340481,6935,79776,677,678,23503,9372,124220,7546,7750,9203,7692,7700,7705,7710,7738,7754,7762,7570,8187,113835,140883,57336,55713,79175,84911,25946,7594,10224,388566,220992,440515,9849,85460,147947,199704,92285,57507,162963,285349,168417,374879,79986,441234,100129543,197320,664701,284391,7644,80862"
